vid,name,authority,field_authority_link
subject,Political corruption,lcsh,https://id.loc.gov/authorities/subjects/sh85033057
subject,Political crowd,,
subject,Political engagement,,
subject,Political identity,wiki,https://www.wikidata.org/wiki/Q3147836
subject,Political organizations,wiki,https://www.wikidata.org/wiki/Q7210356
subject,Political participation,lcsh,https://id.loc.gov/authorities/subjects/sh85104370
subject,Political parties,lcsh,https://id.loc.gov/authorities/subjects/sh85104371
subject,Political parties--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2008109643
subject,Political science,lcsh,https://id.loc.gov/authorities/subjects/sh85104440
subject,Political science--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh85104443
subject,Politicians,lcsh,https://id.loc.gov/authorities/subjects/sh85104461
subject,Politicians--Great Britain--Correspondence,lcsh,https://id.loc.gov/authorities/subjects/sh2010107356
subject,Politics and government,lcsh,https://id.loc.gov/authorities/subjects/sh2002011436
subject,Polling places,lcsh,https://id.loc.gov/authorities/subjects/sh92003723
subject,Pollutants,lcsh,https://id.loc.gov/authorities/subjects/sh85104528
subject,Pollution,lcsh,https://id.loc.gov/authorities/subjects/sh85104530
subject,pollution prevention,wiki,https://www.wikidata.org/wiki/Q7225750
subject,Pollution Probe,lcnaf,https://id.loc.gov/authorities/names/n82231230
subject,Polynesia--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh2008116617
subject,Polytechnique Montréal,wiki,https://www.wikidata.org/wiki/Q273619
subject,Pompeii (Extinct city),lcsh,https://id.loc.gov/authorities/subjects/sh85104771
subject,Pompeii (Extinct city)--Poetry,,
subject,"Pontiac's Conspiracy, 1763-1765",lcsh,https://id.loc.gov/authorities/subjects/sh85104812
subject,Pontiac's War,wiki,https://www.wikidata.org/wiki/Q179077
subject,Poor,lcsh,https://id.loc.gov/authorities/subjects/sh85104834
subject,Poplar,lcsh,https://id.loc.gov/authorities/subjects/sh85104888
subject,Popular culture,lcsh,https://id.loc.gov/authorities/subjects/sh85104904
subject,Popular music,lcsh,https://id.loc.gov/authorities/subjects/sh85088865
subject,Popular music--History and criticism,lcsh,https://id.loc.gov/authorities/subjects/sh2008109787
subject,Popular music--United States,lcsh,https://id.loc.gov/authorities/subjects/sh85088876
subject,Popular works,,
subject,Population,lcsh,https://id.loc.gov/authorities/subjects/sh85104910
subject,Population density,lcsh,https://id.loc.gov/authorities/subjects/sh85104918
subject,Population distribution,,
subject,Porcupines,lcsh,https://id.loc.gov/authorities/subjects/sh85104996
subject,Port Arthur,wiki,https://www.wikidata.org/wiki/Q7230482
subject,Port Arthur (Ont.)--History,,
subject,Port Hope (Ont.)--Views,,
subject,Portages,lcsh,https://id.loc.gov/authorities/subjects/sh85105062
subject,Portland Canal,wiki,https://www.wikidata.org/wiki/Q2935944
subject,Portraits,lcsh,https://id.loc.gov/authorities/subjects/sh99001681.html
subject,Portuguese Canadian History Project,,
subject,Portuguese Canadians,wiki,https://www.wikidata.org/wiki/Q7232621
subject,Portuguese community,,
subject,Post office buildings,lcsh,https://id.loc.gov/authorities/subjects/sh85105476
subject,Post office stations and branches,lcsh,https://id.loc.gov/authorities/subjects/sh85105505
subject,Postal service,lcsh,https://id.loc.gov/authorities/subjects/sh85105472
subject,Potatoes,lcsh,https://id.loc.gov/authorities/subjects/sh85105652
subject,Potawatomi,wiki,http://www.wikidata.org/wiki/Q1065583
subject,Poverty,lcsh,https://id.loc.gov/authorities/subjects/sh85105939
subject,Pow wows,lcsh,https://id.loc.gov/authorities/subjects/sh92004844
subject,Power,lcsh,https://id.loc.gov/authorities/subjects/sh85105976.html
subject,Power industry,,
subject,Power of attorney,lcsh,https://id.loc.gov/authorities/subjects/sh85105983
subject,Power station,wiki,https://www.wikidata.org/wiki/Q159719
subject,Power utilization,lcsh,https://id.loc.gov/authorities/subjects/sh00006957
subject,Prague (Czech Republic)--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh2008116639
subject,Prairie Provinces,lcsh,https://id.loc.gov/authorities/subjects/sh85106075
subject,Prairie Provinces--Description and travel,,
subject,Prairie Provinces--Discovery and exploration,,
subject,Prairie Provinces--Economic conditions,,
subject,Prairies,,
subject,Prayer,lcsh,https://id.loc.gov/authorities/subjects/sh85106113
subject,Pre-Raphaelitism,lcsh,https://id.loc.gov/authorities/subjects/sh85106392
subject,Preaching,lcsh,https://id.loc.gov/authorities/subjects/sh85106171
subject,Prednisone,mesh,https://id.nlm.nih.gov/mesh/D011241
subject,Prefaces,lcsh,https://id.loc.gov/authorities/subjects/sh85106264
subject,Pregnancy,lcsh,https://id.loc.gov/authorities/subjects/sh00006963
subject,Premenstrual Syndrome,mesh,https://id.nlm.nih.gov/mesh/D011293
subject,Prescription Drugs,mesh,https://id.nlm.nih.gov/mesh/D055553
subject,Preservation,lcsh,https://id.loc.gov/authorities/subjects/sh99005403
subject,President of the Philippines,wiki,http://www.wikidata.org/wiki/Q1209571
subject,Presidents—Inauguration,lcsh,https://id.loc.gov/authorities/subjects/sh88006969.html
subject,Press and politics,lcsh,https://id.loc.gov/authorities/subjects/sh85106514
subject,"Preston, John",,
subject,Prevention,lcsh,https://id.loc.gov/authorities/subjects/sh99002416
subject,Prevention through Design (Program : U.S.),lcnaf,https://id.loc.gov/authorities/names/no2016073097
subject,Prices,lcsh,https://id.loc.gov/authorities/subjects/sh85106622
subject,Prices--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2010108183
subject,Priests,lcsh,https://id.loc.gov/authorities/subjects/sh85106637
subject,Primary care physician,mesh,https://id.nlm.nih.gov/mesh/D058007.html
subject,Primitivism,lcsh,https://id.loc.gov/authorities/subjects/sh85106698
subject,Prince Edward Island--History,,
subject,Princess Siya,,
subject,Printers,lcsh,https://id.loc.gov/authorities/subjects/sh85106741
subject,Printers (people),aat,http://vocab.getty.edu/page/aat/300025732
subject,Printing,lcsh,https://id.loc.gov/authorities/subjects/sh85106751
subject,Printing--England--History,lcsh,https://id.loc.gov/authorities/subjects/sh2010108260
subject,Printing--Great Britain--History,lcsh,https://id.loc.gov/authorities/subjects/sh85106771
subject,Printing--History,lcsh,https://id.loc.gov/authorities/subjects/sh85106759
subject,Printing--Specimens,lcsh,https://id.loc.gov/authorities/subjects/sh85106766
subject,Printing--United States--History,lcsh,https://id.loc.gov/authorities/subjects/sh2008110006
subject,Pritikin Longevity Center,lcnaf,https://id.loc.gov/authorities/names/no99069691
subject,Privatization,lcsh,https://id.loc.gov/authorities/subjects/sh2007008940
subject,Pro-choice movement,lcsh,https://id.loc.gov/authorities/subjects/sh85107082
subject,Probate law and practice,lcsh,https://id.loc.gov/authorities/subjects/sh85107095
subject,Problems,lcsh,https://id.loc.gov/authorities/subjects/sh87001967
subject,"Problems, exercises, etc.",lcsh,https://id.loc.gov/authorities/subjects/sh99001553
subject,Processions,lcsh,https://id.loc.gov/authorities/subjects/sh85107145
subject,"Procopio, Giovanni",,
subject,"Proctor, John",,
subject,Products liability,lcsh,https://id.loc.gov/authorities/subjects/sh85107225
subject,Professional education,lcsh,https://id.loc.gov/authorities/subjects/sh85107250
subject,"Profit, Mel, 1941-",wiki,https://www.wikidata.org/wiki/Q6810816
subject,Programs,lcsh,https://id.loc.gov/authorities/subjects/sh93005169
subject,Progress,lcsh,https://id.loc.gov/authorities/subjects/sh85107318
subject,Progressive Conservative Party of Canada,lcnaf,https://id.loc.gov/authorities/names/n82223609
subject,Progressive Conservative Party of Ontario,lcnaf,https://id.loc.gov/authorities/names/n85249096
subject,ProHIBiT,,
subject,Prohibition,lcsh,https://id.loc.gov/authorities/subjects/sh85107330
subject,Prohibition in Canada,wiki,https://www.wikidata.org/wiki/Q8795695
subject,Project Labour Agreements,,
subject,projectionist lockout,,
subject,Promiscuity,lcsh,https://id.loc.gov/authorities/subjects/sh85107410
subject,Property,lcsh,https://id.loc.gov/authorities/subjects/sh85107496
subject,Prophecies,lcsh,https://id.loc.gov/authorities/subjects/sh85107523
subject,Proportional representation,lcsh,https://id.loc.gov/authorities/subjects/sh85107542
subject,Prospecting,lcsh,https://id.loc.gov/authorities/subjects/sh85107591
subject,Prostate,mesh,https://id.nlm.nih.gov/mesh/D011467
subject,Prostheses and implants,mesh,https://id.nlm.nih.gov/mesh/D019736.html
subject,Protection of morals and health,,
subject,Protest,wiki,https://www.wikidata.org/wiki/Q273120
subject,Protest movements,lcsh,https://id.loc.gov/authorities/subjects/sh91005953
subject,Protest songs,lcsh,https://id.loc.gov/authorities/subjects/sh85107711
subject,Protestant authors,lcsh,https://id.loc.gov/authorities/subjects/sh2002007890
subject,Protestantism,lcsh,https://id.loc.gov/authorities/subjects/sh85107718
subject,Proverbs,lcsh,https://id.loc.gov/authorities/subjects/sh85107840
subject,"Proverbs, Occitan",lcsh,https://id.loc.gov/authorities/subjects/sh85107940
subject,Provinces,lcsh,https://id.loc.gov/authorities/subjects/sh2002006529
subject,Provincial climate change policies,,
subject,provincial government climate change policy,,
subject,Provincial governments,lcsh,https://id.loc.gov/authorities/subjects/sh99002061
subject,Provincial park,wiki,https://www.wikidata.org/wiki/Q52063214
subject,Psalms (Music),lcsh,https://id.loc.gov/authorities/subjects/sh85108115
subject,Psalters,lcsh,https://id.loc.gov/authorities/subjects/sh85108218
subject,Psoriasis,mesh,https://id.nlm.nih.gov/mesh/D011565
subject,Psychiatry,mesh,https://id.nlm.nih.gov/mesh/D011570
subject,Psychic readings,lcsh,https://id.loc.gov/authorities/subjects/sh94002383
subject,Psychics,lcsh,https://id.loc.gov/authorities/subjects/sh88004444
subject,Psychoanalytic Theory,mesh,https://id.nlm.nih.gov/mesh/D011574
subject,Psychological tests--Law and legislation,lcsh,https://id.loc.gov/authorities/subjects/sh88002291
subject,Psychology,lcsh,https://id.loc.gov/authorities/subjects/sh85108459
subject,Psychology--Early works to 1850,lcsh,https://id.loc.gov/authorities/subjects/sh85108460
subject,"Psychology, Comparative",lcsh,https://id.loc.gov/authorities/subjects/sh85108473
subject,Psychotherapy,mesh,https://id.nlm.nih.gov/mesh/D011613
subject,Public administration,lcsh,https://id.loc.gov/authorities/subjects/sh85108611
subject,public awareness,,
subject,Public buildings,lcsh,https://id.loc.gov/authorities/subjects/sh85108620
subject,Public health,lcsh,https://id.loc.gov/authorities/subjects/sh85108638
subject,Public health nursing,lcsh,https://id.loc.gov/authorities/subjects/sh85108662
subject,Public health--Congresses,lcsh,https://id.loc.gov/authorities/subjects/sh2008110189
subject,Public health--Québec (Province),lcsh,https://id.loc.gov/authorities/subjects/sh2010108906
subject,Public housing,lcsh,https://id.loc.gov/authorities/subjects/sh85108673
subject,Public lands,lcsh,https://id.loc.gov/authorities/subjects/sh85108694
subject,Public lands--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2010108928
subject,Public policy,wiki,https://www.wikidata.org/wiki/Q546113
subject,Public schools,lcsh,https://id.loc.gov/authorities/subjects/sh85108801
subject,Public speaking,lcsh,https://id.loc.gov/authorities/subjects/sh85108814
subject,Public transit,lcsh,https://id.loc.gov/authorities/subjects/sh85077945
subject,Public welfare,lcsh,https://id.loc.gov/authorities/subjects/sh85108846
subject,Publications,lcsh,https://id.loc.gov/authorities/subjects/sh2004003366
subject,Publishing,lcsh,https://id.loc.gov/authorities/subjects/sh00006889
subject,Pulp mills,lcsh,https://id.loc.gov/authorities/subjects/sh85109016
subject,Pumping stations,lcsh,https://id.loc.gov/authorities/subjects/sh85109076
subject,Punishment,lcsh,https://id.loc.gov/authorities/subjects/sh85109115
subject,Purple Goose,,
subject,PUVA Therapy,mesh,https://id.nlm.nih.gov/mesh/D011701
subject,"Pylon Theatre (Toronto, Ont.)",wiki,https://www.wikidata.org/wiki/Q20006896
subject,Québec (Province),lccn,https://lccn.loc.gov/n80001244
subject,Québec (Province)--Appropriations and expenditures,,
subject,Québec (Province)--Biography,lcsh,https://id.loc.gov/authorities/subjects/sh2008116467
subject,Québec (Province)--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85109773
subject,Québec (Province)--Emigration and immigration,,
subject,Québec (Province)--History,lcsh,https://id.loc.gov/authorities/subjects/sh85109775
subject,Québec (Province)--Pictorial works,,
subject,Québec (Province)--Politics and government,lcsh,https://id.loc.gov/authorities/subjects/sh85109777
subject,Québec (Province)--Politics and government--1867-1897,,
subject,Québec (Province)--Politics and government--1897-1936,,
subject,Québec (Province)--Population,,
subject,Québec (Province)--Social life and customs,,
subject,Québec (Québec)--Biography,,
subject,Québec (Québec)--Commerce--History,,
subject,Québec (Québec)--Description and travel,,
subject,Québec (Québec)--History,lcsh,https://id.loc.gov/authorities/subjects/sh85109781
subject,Québec (Québec)--Hôtel-Dieu,,
subject,"Québec Campaign, Québec, 1759",lcsh,https://id.loc.gov/authorities/subjects/sh85109783
subject,Radiation preservation of food,lcsh,https://id.loc.gov/authorities/subjects/sh85110356
subject,"Radiography, Dental",mesh,https://id.nlm.nih.gov/mesh/D011861.html
subject,Railroads,lcsh,https://id.loc.gov/authorities/subjects/sh85110904
subject,Railroads and state,lcsh,https://id.loc.gov/authorities/subjects/sh85111177
subject,Railroads--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh85111097
subject,Railroads--Canada--History,lcsh,https://id.loc.gov/authorities/subjects/sh2010109431
subject,Railroads--Finance,lcsh,https://id.loc.gov/authorities/subjects/sh85110970
subject,Railroads--Great Britain--History,lcsh,https://id.loc.gov/authorities/subjects/sh2008110429
subject,Railroads--Pictorial works,lcsh,https://id.loc.gov/authorities/subjects/sh2010109482
subject,Rain forests,lcsh,https://id.loc.gov/authorities/subjects/sh85111193
subject,Rare books--China--Bibliography,lcsh,https://id.loc.gov/authorities/subjects/sh2008110466
subject,Rare books--China--Bibliography--Catalogs,lcsh,https://id.loc.gov/authorities/subjects/sh2008110467
subject,"Ratner, Herbert",viaf,http://viaf.org/viaf/7089576
subject,Rats,lcsh,https://id.loc.gov/authorities/subjects/sh85111538
subject,Readers,lcsh,https://id.loc.gov/authorities/subjects/sh99001892
subject,Real covenants,lcsh,https://id.loc.gov/authorities/subjects/sh85111705
subject,Real property,lcsh,https://id.loc.gov/authorities/subjects/sh85111739
subject,Reasoning,lcsh,https://id.loc.gov/authorities/subjects/sh85111790
subject,Reciprocity (Commerce),lcsh,https://id.loc.gov/authorities/subjects/sh85111826
subject,Recreation areas--Ontario,lcsh,https://id.loc.gov/authorities/subjects/sh2021008656
subject,Red Lake,wiki,https://www.wikidata.org/wiki/Q1012803
subject,Red River Rebellion,wiki,https://www.wikidata.org/wiki/Q765499
subject,Red River Settlement--History,,
subject,Red River Valley,wiki,https://www.wikidata.org/wiki/Q2408452
subject,"Regal Constellation Hotel (Toronto, Ont.)",wiki,https://www.wikidata.org/wiki/Q7307912
subject,Regional planning,lcsh,https://id.loc.gov/authorities/subjects/sh85112367
subject,"Registers of births, etc.",lcsh,https://id.loc.gov/authorities/subjects/sh85112383
subject,Relations,lcsh,https://id.loc.gov/authorities/subjects/sh00007590
subject,Religion--Philosophy,lcsh,https://id.loc.gov/authorities/subjects/sh85112554
subject,Religions--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh2010110690
subject,Religious thought--To 600,lcsh,https://id.loc.gov/authorities/subjects/sh85112736
subject,Reproductive rights,lcsh,https://id.loc.gov/authorities/subjects/sh2008005212
subject,Republics,lcsh,https://id.loc.gov/authorities/subjects/sh2002006575
subject,Research,lcsh,https://id.loc.gov/authorities/subjects/sh2002006576
subject,Research--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2010110842
subject,Resolute (Ship),lcsh,https://id.loc.gov/authorities/names/n93042034
subject,Resonator guitar,lcsh,https://id.loc.gov/authorities/subjects/sh85038690
subject,Resurrection--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh2010110935
subject,Revelation,lcsh,https://id.loc.gov/authorities/subjects/sh85113412
subject,"Revici, Emanuel, 1896-",viaf,http://viaf.org/viaf/1736927
subject,Revival hymns,lcsh,https://id.loc.gov/authorities/subjects/sh85113446
subject,Rhine River Valley--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh2008116675
subject,Rhythm,lcsh,https://id.loc.gov/authorities/subjects/sh85113832
subject,Rickshaw men,lcsh,https://id.loc.gov/authorities/subjects/sh85113959
subject,"Riel, Louis, 1844-1885",lcsh,https://id.loc.gov/authorities/names/n80038477
subject,Right to die--Law and legislation,lcsh,https://id.loc.gov/authorities/subjects/sh85114085
subject,Roads,lcsh,https://id.loc.gov/authorities/subjects/sh85114487
subject,"Robinson, Carol",, 
subject,Rocky Mountains,lcsh,https://id.loc.gov/authorities/subjects/sh85114790
subject,Roman Catholic schools in Manitoba,wiki,https://www.wikidata.org/wiki/Q8677626
subject,Roman law,lcsh,https://id.loc.gov/authorities/subjects/sh85114931
subject,Romanian,tgn,http://vocab.getty.edu/page/tgn/1000091
subject,Romanticism in music,lcsh,https://id.loc.gov/authorities/subjects/sh85115083
subject,Romanticism--France,lcsh,https://id.loc.gov/authorities/subjects/sh2008111023
subject,Rome (Italy)--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85115193
subject,"Ross, Murray G., 1910-2000",viaf,http://viaf.org/viaf/76841612
subject,"Roy, Fred",,
subject,"Royalty, British",,
subject,Rubella vaccines,lcsh,https://id.loc.gov/authorities/subjects/sh85115674
subject,"Ruby, Clayton C., 1942-",lcnaf,https://id.loc.gov/authorities/names/n80138471
subject,Rupert’s Land,lccn,https://lccn.loc.gov/n81011277
subject,Rural development,lcsh,https://id.loc.gov/authorities/subjects/sh85115899
subject,Russian language,lcsh,https://id.loc.gov/authorities/subjects/sh85115971
subject,Russian language--Etymology,lcsh,https://id.loc.gov/authorities/subjects/sh85115978
subject,Russian language--Syntax,lcsh,https://id.loc.gov/authorities/subjects/sh2008111099
subject,"Rutherford, Doug",, 
subject,Sai Wan War Cemetery (Hong Kong),wiki,https://www.wikidata.org/wiki/Q2148037
subject,Saint Augustine (Fla.)--History,lcsh,https://id.loc.gov/authorities/subjects/sh85116555
subject,Saint John (N.B.)--History,,
subject,Saint John River (Me. and N.B.)--Description and travel,,
subject,Saint Lawrence River,lcsh,https://id.loc.gov/authorities/subjects/sh85116587
subject,Saint Pierre and Miquelon,wiki,https://www.wikidata.org/wiki/Q34617
subject,Saint Pierre and Miquelon--History,,
subject,Saint-Jean (Québec)--Directories,,
subject,Saint-Roch-des-Aulnaies (Québec)--History,,
subject,"Sainte-Marie, Buffy",lcnaf,https://id.loc.gov/authorities/names/n88124625
subject,Sales,lcsh,https://id.loc.gov/authorities/subjects/sh85116717
subject,Salons--France--History--18th century,lcsh,https://id.loc.gov/authorities/subjects/sh2010111863
subject,Sappho,wiki,https://www.wikidata.org/wiki/Q17892
subject,Saskatchewan--Economic conditions,,
subject,"Satire, French",lcsh,https://id.loc.gov/authorities/subjects/sh85117658
subject,Scandinavia,lcsh,https://id.loc.gov/authorities/subjects/sh85117937-781
subject,Scandinavia--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85117941
subject,"Schiff, Daphne",,
subject,"Schiff, Harold",lcsh,https://id.loc.gov/authorities/names/n78025298
subject,School lands,lcsh,https://id.loc.gov/authorities/subjects/sh85118343
subject,School sites,lcsh,https://id.loc.gov/authorities/subjects/sh85118403
subject,School songbooks,lcsh,https://id.loc.gov/authorities/subjects/sh85118407
subject,Schools,lcsh,https://id.loc.gov/authorities/subjects/sh85118451
subject,Science,lcsh,https://id.loc.gov/authorities/subjects/sh85118553
subject,Science--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh85118565
subject,Science--France--History,lcsh,https://id.loc.gov/authorities/subjects/sh2008111327
subject,Science--History,lcsh,https://id.loc.gov/authorities/subjects/sh85118570
subject,Science--Philosophy,lcsh,https://id.loc.gov/authorities/subjects/sh85118582
subject,"Science--Societies, etc.",lcsh,https://id.loc.gov/authorities/subjects/sh85118586
subject,Science--Soviet Union--History,lcsh,https://id.loc.gov/authorities/subjects/sh2008111286
subject,"Science, Medieval",lcsh,https://id.loc.gov/authorities/subjects/sh85118613
subject,Scientific expeditions,lcsh,https://id.loc.gov/authorities/subjects/sh85118684
subject,Scorpions,lcsh,https://id.loc.gov/authorities/subjects/sh85118793
subject,Scotland--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85118818
subject,Scotland--History--18th century,lcsh,https://id.loc.gov/authorities/subjects/sh85118853
subject,Scotland--Pictorial works,lcsh,https://id.loc.gov/authorities/subjects/sh2008116925
subject,Scugog Township (Ont.)--History,,
subject,Sculpture,lcsh,https://id.loc.gov/authorities/subjects/sh85119004
subject,"Sculpture, Belgian",lcsh,https://id.loc.gov/authorities/subjects/sh85119041
subject,"Sculpture, Greek",lcsh,https://id.loc.gov/authorities/subjects/sh85119089
subject,"Sculpture, Medieval",lcsh,https://id.loc.gov/authorities/subjects/sh85119125
subject,"Sculpture, Primitive",fast,http://id.worldcat.org/fast/1109828/
subject,Sea stories,lcsh,https://id.loc.gov/authorities/subjects/sh85119251
subject,"Sea stories, American",lcsh,https://id.loc.gov/authorities/subjects/sh85119252
subject,Sea-power,lcsh,https://id.loc.gov/authorities/subjects/sh85119246
subject,Seafaring life,lcsh,https://id.loc.gov/authorities/subjects/sh85119292
subject,Second City Hall (Ottawa),wiki,https://www.wikidata.org/wiki/Q7443202
subject,Security (Law),lcsh,https://id.loc.gov/authorities/subjects/sh85119473
subject,Seder--Liturgy--Texts,lcsh,https://id.loc.gov/authorities/subjects/sh98001895
subject,Seeds,lcsh,https://id.loc.gov/authorities/subjects/sh85119543
subject,Selborne (Hampshire)--Antiquities,,
subject,"Selborne, Hampshire",wiki,https://www.wikidata.org/wiki/Q748117
subject,Self-culture,lcsh,https://id.loc.gov/authorities/subjects/sh85119722
subject,Sense organs,lcsh,https://id.loc.gov/authorities/subjects/sh85120042
subject,Senses and sensation,lcsh,https://id.loc.gov/authorities/subjects/sh85120047
subject,separate school,wiki,https://www.wikidata.org/wiki/Q7451790
subject,Sermons,lcsh,https://id.loc.gov/authorities/subjects/sh2002012026
subject,"Sermons, English",lcsh,https://id.loc.gov/authorities/subjects/sh85120276
subject,"Sermons, French",lcsh,https://id.loc.gov/authorities/subjects/sh85120280
subject,Service stations,lcsh,https://id.loc.gov/authorities/subjects/sh85010367
subject,Session laws,lcsh,https://id.loc.gov/authorities/subjects/sh86000546
subject,"Sewell, John, 1940-",lcsh,https://id.loc.gov/authorities/names/n85040377
subject,"Shams Maghribī, Muḥammad Shīrīn",wiki,https://www.wikidata.org/wiki/Q3275376
subject,"Sharon, Ontario",,
subject,Ship registers,lcsh,https://id.loc.gov/authorities/subjects/sh85121549
subject,Shipping--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2010112968
subject,Ships--Pictorial works,lcsh,https://id.loc.gov/authorities/subjects/sh85121630
subject,Shipwrecks,lcsh,https://id.loc.gov/authorities/subjects/sh85121666
subject,"Short stories, American",lcsh,https://id.loc.gov/authorities/subjects/sh85121819
subject,Sight-singing,lcsh,https://id.loc.gov/authorities/subjects/sh85122382
subject,Siksika Nation,wiki,https://www.wikidata.org/wiki/Q485070
subject,"Simcoe, Lake (Ont.)",lcsh,https://id.loc.gov/authorities/subjects/sh99012385
subject,Simplon Pass (Switzerland)--Description and travel,,
subject,Singing--Instruction and study,lcsh,https://id.loc.gov/authorities/subjects/sh85122831.html
subject,Single tax,lcsh,https://id.loc.gov/authorities/subjects/sh85122861
subject,Skating,lcsh,https://id.loc.gov/authorities/subjects/sh85123105
subject,Skating rinks,lcsh,https://id.loc.gov/authorities/subjects/sh85123110
subject,"Skrabanek, P. (Petr)",viaf,http://viaf.org/viaf/46823414
subject,"Slater, David W. (David Walker), 1921-2010",lcnaf,https://id.loc.gov/authorities/names/no95048778
subject,Slavery--Latin America--History,lcsh,https://id.loc.gov/authorities/subjects/sh2010113219
subject,Smoking,lcsh,https://id.loc.gov/authorities/subjects/sh85123693
subject,"Smolensk, Soviet Union (City)--History",,
subject,Social ethics,lcsh,https://id.loc.gov/authorities/subjects/sh85123939
subject,Social isolation,lcsh,https://id.loc.gov/authorities/subjects/sh85123967
subject,Social psychology,lcsh,https://id.loc.gov/authorities/subjects/sh85123994
subject,Social settlements,lcsh,https://id.loc.gov/authorities/subjects/sh85124071
subject,Socialism,lcsh,https://id.loc.gov/authorities/subjects/sh85124118
subject,Socialism--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2010113850
subject,"Societies, etc.",lcsh,https://id.loc.gov/authorities/subjects/sh2001008901
subject,Sociology,lcsh,https://id.loc.gov/authorities/subjects/sh85124200
subject,Soeurs grises,lcsh,https://id.loc.gov/authorities/names/n81126895
subject,Songbooks,lcsh,https://id.loc.gov/authorities/subjects/sh85125027
subject,Songs and music,lcsh,https://id.loc.gov/authorities/subjects/sh2003003686
subject,Songs with piano,lcsh,https://id.loc.gov/authorities/subjects/sh85125211
subject,Songs without words (Instrumental music),lcsh,https://id.loc.gov/authorities/subjects/sh2007000718
subject,Songs--United States,lcsh,https://id.loc.gov/authorities/subjects/sh85125044
subject,"Songs, English",lcsh,https://id.loc.gov/authorities/subjects/sh85125063
subject,Soul,lcsh,https://id.loc.gov/authorities/subjects/sh85125350
subject,Sound production by animals,lcsh,https://id.loc.gov/authorities/subjects/sh85125385
subject,South Africa--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85125459
subject,"South African War, 1899-1902",lcsh,https://id.loc.gov/authorities/subjects/sh85125514
subject,"South African War, 1899-1902--Personal narratives",lcsh,https://id.loc.gov/authorities/subjects/sh2010114077
subject,South America--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85125525
subject,South Pole,lcsh,https://id.loc.gov/authorities/subjects/sh85125597
subject,South Pole--Discovery and exploration--Norwegian,,
subject,Southern Alberta,wiki,https://www.wikidata.org/wiki/Q7569604
subject,Southern States--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85125637
subject,Soviet Union--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85125718
subject,Soviet Union--Economic conditions,lcsh,https://id.loc.gov/authorities/subjects/sh85125722
subject,Soviet Union--Economic conditions--1917-1945,lcsh,https://id.loc.gov/authorities/subjects/sh85125725
subject,Soviet Union--Politics and government--1917-1936,lcsh,https://id.loc.gov/authorities/subjects/sh85125845
subject,Spain--Colonies--America,lcsh,https://id.loc.gov/authorities/subjects/sh2008112262
subject,Spanish literature--History and criticism,lcsh,https://id.loc.gov/authorities/subjects/sh85126275
subject,Species,lcsh,https://id.loc.gov/authorities/subjects/sh85126387
subject,"Speeches, addresses, etc., American",lcsh,https://id.loc.gov/authorities/subjects/sh85126461
subject,"Speeches, addresses, etc., Canadian",lcsh,https://id.loc.gov/authorities/subjects/sh85126465
subject,Spiders,lcsh,https://id.loc.gov/authorities/subjects/sh85126625
subject,Spires,lcsh,https://id.loc.gov/authorities/subjects/sh85126739
subject,Spirituality--Indigenous--North America,main,
subject,Spironolactone,mesh,https://id.nlm.nih.gov/mesh/D013148
subject,"Spock, Benjamin, 1903-1998",lcnaf,https://id.loc.gov/authorities/names/n50024566.html
subject,Sport clothes industry,lcsh,https://id.loc.gov/authorities/subjects/sh85126878
subject,Sports--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh85126909
subject,St. Stephen (N.B.)--Pictorial works,,
subject,Stage machinery,lcsh,https://id.loc.gov/authorities/subjects/sh85127248
subject,"State, The",lcsh,https://id.loc.gov/authorities/subjects/sh85127474
subject,Statistics,lcsh,https://id.loc.gov/authorities/subjects/sh85127580
subject,Statutes,lcsh,https://id.loc.gov/authorities/subjects/sh85127611
subject,Strict liability,lcsh,https://id.loc.gov/authorities/subjects/sh85128724
subject,"Students, Foreign",lcsh,https://id.loc.gov/authorities/subjects/sh85129315
